create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,oligos,oligos_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.checkorient,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.flip,parameters.keepfirst,parameters.logtransform,parameters.maxambig,parameters.maxhomop,parameters.maxlength,parameters.minlength,parameters.oligo.__current_case__,parameters.oligo.add,parameters.oligo.allfiles,parameters.oligo.bdiffs,parameters.oligo.keepforward,parameters.oligo.ldiffs,parameters.oligo.oligos.values,parameters.oligo.pdiffs,parameters.oligo.sdiffs,parameters.oligo.tdiffs,parameters.qual.__current_case__,parameters.qual.add2,parameters.removelast,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-20 14:39:09.594761,slurm_normal,1513780793.0,0,410079897,fasta,,1.0,main_w4_handler1,3367067,17859899,False,,11932645,slurm,,132112168.0,corral-repl,,,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33020267}]","""false""","""0""","""false""","""0""","""8""","""0""","""0""",0,no,,,,,,,,,0,no,"""0""",32.0,,42680853.0,1513780760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2017-12-20 14:39:55.975392,,33.0
2018-03-03 19:54:17.922143,slurm_normal,1520106910.0,0,426438,fastqsanger,7680.0,1.0,main_w4_handler1,3411344,18594034,False,,12688819,slurm,,132112168.0,corral-repl,161.0,mothur.oligos,,"""a5a6bd121f1c11e8aa1f005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34189743}]","""false""","""0""","""false""","""0""","""0""","""6""","""6""",1,yes,false,0,true,0,"[{'src': 'hda', 'id': 34189717}]",0,0,0,0,no,"""0""",32.0,,,1520106905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-03 19:55:16.504783,121000.0,5.0
2018-03-03 20:20:58.133430,slurm_normal,1520108515.0,0,125316682,fastqsanger,7680.0,1.0,main_w3_handler0,3411344,18594220,False,,12689000,slurm,,132112168.0,corral-repl,161.0,mothur.oligos,,"""5fd72a841f2011e89082005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34189993}]","""false""","""0""","""false""","""-1""","""0""","""0""","""0""",1,yes,true,0,true,0,"[{'src': 'hda', 'id': 34189717}]",0,0,0,0,no,"""0""",32.0,,,1520108486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-03 20:22:02.244931,121000.0,29.0
2018-03-03 20:33:54.259510,slurm_normal,1520109287.0,0,125316682,fastqsanger,7680.0,1.0,main_w3_handler1,3411344,18594274,False,,12689060,slurm,,132112168.0,corral-repl,161.0,mothur.oligos,,"""2c28725e1f2211e8a45f005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34190076}]","""false""","""0""","""true""","""-1""","""0""","""0""","""0""",1,yes,false,0,true,0,"[{'src': 'hda', 'id': 34189717}]",0,0,0,0,no,"""0""",32.0,,,1520109276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-03 20:34:53.808114,121000.0,11.0
2018-03-03 22:19:11.876635,slurm_normal,1520115565.0,0,310,fasta,7680.0,1.0,main_w4_handler0,3450821,18595334,False,,12690109,slurm,,132112168.0,corral-repl,99.0,mothur.oligos,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34191138}]","""false""","""0""","""false""","""-1""","""0""","""0""","""0""",1,yes,true,0,true,0,"[{'src': 'hda', 'id': 34191470}]",0,0,0,0,no,"""0""",32.0,,44270556.0,1520115562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-03 22:19:28.847439,121000.0,3.0
2018-03-03 22:26:23.978914,slurm_normal,1520116025.0,0,77462283,fasta,7680.0,1.0,main_w3_handler0,3450821,18595375,False,,12690174,slurm,,132112168.0,corral-repl,99.0,mothur.oligos,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34191519}]","""false""","""0""","""false""","""-1""","""0""","""0""","""0""",1,yes,true,0,true,0,"[{'src': 'hda', 'id': 34191470}]",0,0,0,0,no,"""0""",32.0,,44270556.0,1520115996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-03 22:27:15.787096,121000.0,29.0
2018-03-05 10:22:48.602901,slurm_normal,1520245393.0,0,4530593,fasta,7680.0,1.0,main_w3_handler0,3445821,18607795,False,,12703186,slurm,,132112168.0,corral-repl,85.0,mothur.oligos,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34111448}]","""false""","""0""","""false""","""-1""","""0""","""0""","""0""",1,yes,true,0,true,0,"[{'src': 'hda', 'id': 34118322}]",5,0,0,0,no,"""0""",32.0,,44227608.0,1520245388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-03-05 10:23:24.994103,109075.0,5.0
2018-01-31 19:19:31.297314,slurm_normal,1517426406.0,0,177123799,fasta,,1.0,main_w4_handler1,3411768,18215829,False,,12296021,slurm,,132112168.0,corral-repl,,,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33589705}]","""false""","""0""","""false""","""-1""","""8""","""260""","""240""",0,no,,,,,,,,,0,no,"""0""",32.0,,43577308.0,1517426383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-01-31 19:20:08.001926,63353.0,23.0
2018-02-28 14:31:26.994412,slurm_normal,1519828304.0,0,4530593,fasta,7680.0,1.0,main_w4_handler1,3445821,18549117,False,,12645357,slurm,,132112168.0,corral-repl,,,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34111448}]","""false""","""0""","""false""","""-1""","""0""","""2000""","""626""",0,no,,,,,,,,,0,no,"""0""",32.0,,44227608.0,1519828299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-02-28 14:31:47.441099,109075.0,5.0
2018-02-28 15:00:02.686372,slurm_normal,1519830121.0,0,4530593,fasta,7680.0,1.0,main_w4_handler0,3445821,18549478,False,,12645715,slurm,,132112168.0,corral-repl,85.0,mothur.oligos,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34111448}]","""false""","""0""","""false""","""-1""","""0""","""0""","""0""",1,yes,true,0,true,0,"[{'src': 'hda', 'id': 34118322}]",4,0,0,0,no,"""0""",32.0,,44227608.0,1519830114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.36.1.0,1.36.1.0,,2018-02-28 15:02:06.302025,109075.0,7.0
